Stage,Name,Client_Revenue,Region,Client_Domain,Existing_Customer,TCS_Revenue,TCS_Domain,TimeStamp,ID
Stage 1,Accuquote,10814.53680391371,europe,Manufacturing,0,16750.763073852282,Business process outsourcing,2020-09-16 20:44:41.394470,12
Stage 2,Accuquote,10814.53680391371,europe,Manufacturing,0,16750.763073852282,Business process outsourcing,2020-11-05 20:44:41.394470,12
Stage 9,Accuquote,10814.53680391371,europe,Manufacturing,0,16750.763073852282,Business process outsourcing,2020-12-25 20:44:41.394470,12
Stage 1,Ace Hardware,22619.261452778428,north america,Hi-Tech,0,11330.0,Cognitive Business Operations,2021-02-15 20:44:41.394470,13
Stage 9,Ace Hardware,22619.261452778428,north america,Hi-Tech,0,11330.0,Cognitive Business Operations,2021-04-06 20:44:41.394470,13
Stage 1,Acme Brick Company,256153.38548977338,middle east and africa,Manufacturing,1,23726.08876865021,Cognitive Business Operations,2021-03-18 20:44:41.394470,14
Stage 9,Acme Brick Company,256153.38548977338,middle east and africa,Manufacturing,1,23726.08876865021,Cognitive Business Operations,2021-05-07 20:44:41.394470,14
Stage 1,Acn Inc.,254952.9878951228,asia-pacific,Travel and Hospitality,1,13650.0,IT infrastructure services,2020-07-18 20:44:41.394470,15
Stage 9,Acn Inc.,254952.9878951228,asia-pacific,Travel and Hospitality,1,13650.0,IT infrastructure services,2020-09-06 20:44:41.394470,15
Stage 1,Activision Blizzard,231695.92553022804,india,Telecom,1,13293.665045874091,Automation and AI,2021-01-29 20:44:41.394470,16
Stage 9,Activision Blizzard,231695.92553022804,india,Telecom,1,13293.665045874091,Automation and AI,2021-03-20 20:44:41.394470,16
Stage 1,Acuity Brands,56303.58957951117,india,Manufacturing,1,24628.037683013226,Enterprise solution,2021-04-09 20:44:41.394470,17
Stage 6,Acuity Brands,56303.58957951117,india,Manufacturing,1,24628.037683013226,Enterprise solution,2021-05-29 20:44:41.394470,17
Stage 1,Acuserv,206972.86517556105,north america,Energy & Utilities,1,10495.98925271048,Cloud Infrastructure,2020-01-12 20:44:41.394470,18
Stage 9,Acuserv,206972.86517556105,north america,Energy & Utilities,1,10495.98925271048,Cloud Infrastructure,2020-03-02 20:44:41.394470,18
Stage 1,Adapt,197017.55882816596,asia-pacific,Others,1,3565.0,Automation and AI,2021-01-17 20:44:41.394470,19
Stage 2,Adapt,197017.55882816596,asia-pacific,Others,1,3565.0,Automation and AI,2021-03-08 20:44:41.394470,19
Stage 9,Adapt,197017.55882816596,asia-pacific,Others,1,3565.0,Automation and AI,2021-04-27 20:44:41.394470,19
Stage 1,Adaptabiz,121735.90251346951,UK,Hi-Tech,1,20282.323281389778,Application development and maintenance,2020-11-29 20:44:41.394470,20
Stage 9,Adaptabiz,121735.90251346951,UK,Hi-Tech,1,20282.323281389778,Application development and maintenance,2021-01-18 20:44:41.394470,20
Stage 1,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2020-06-09 20:44:41.394470,21
Stage 2,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2020-07-29 20:44:41.394470,21
Stage 3,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2020-09-17 20:44:41.394470,21
Stage 4,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2020-11-06 20:44:41.394470,21
Stage 5,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2020-12-26 20:44:41.394470,21
Stage 6,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2021-02-14 20:44:41.394470,21
Stage 7,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2021-04-05 20:44:41.394470,21
Stage 11,Adaptas,82224.00831661776,middle east and africa,BFSI,1,13005.0,Assurance services,2021-05-25 20:44:41.394470,21
Stage 1,Adaptaz,140111.0,europe,Manufacturing,1,15642.138281540118,Engineering and Industrial services,2021-03-29 20:44:41.394470,22
Stage 11,Adaptaz,140111.0,europe,Manufacturing,1,15642.138281540118,Engineering and Industrial services,2021-05-18 20:44:41.394470,22
Stage 1,Adaptec,180891.81967775244,middle east and africa,Retail & Distribution,1,26459.46817059017,Application development and maintenance,2021-01-04 20:44:41.394470,23
Stage 9,Adaptec,180891.81967775244,middle east and africa,Retail & Distribution,1,26459.46817059017,Application development and maintenance,2021-02-23 20:44:41.394470,23
Stage 1,Adc Telecommunications,245.43247356764914,north america,Others,1,4535.0,Cognitive Business Operations,2019-10-01 20:44:41.394470,24
Stage 9,Adc Telecommunications,245.43247356764914,north america,Others,1,4535.0,Cognitive Business Operations,2019-11-20 20:44:41.394470,24
Stage 1,Adobe Systems Inc.,248867.75404561122,india,Healthcare,1,26683.81720748478,Application development and maintenance,2021-04-17 20:44:41.394470,25
Stage 3,Adobe Systems Inc.,248867.75404561122,india,Healthcare,1,26683.81720748478,Application development and maintenance,2021-06-06 20:44:41.394470,25
Stage 7,Adobe Systems Inc.,248867.75404561122,india,Healthcare,1,26683.81720748478,Application development and maintenance,2021-07-26 20:44:41.394470,25
Stage 8,Adobe Systems Inc.,248867.75404561122,india,Healthcare,1,26683.81720748478,Application development and maintenance,2021-09-14 20:44:41.394470,25
Stage 1,Advance Auto Parts,249931.8701212899,north america,BFSI,1,21543.761930305966,Cloud Infrastructure,2021-01-24 20:44:41.394470,26
Stage 2,Advance Auto Parts,249931.8701212899,north america,BFSI,1,21543.761930305966,Cloud Infrastructure,2021-03-15 20:44:41.394470,26
Stage 4,Advance Auto Parts,249931.8701212899,north america,BFSI,1,21543.761930305966,Cloud Infrastructure,2021-05-04 20:44:41.394470,26
Stage 11,Advance Auto Parts,249931.8701212899,north america,BFSI,1,21543.761930305966,Cloud Infrastructure,2021-06-23 20:44:41.394470,26
Stage 1,Advanced Micro Devices,99988.39090076738,north america,Others,1,27044.42564828981,Application development and maintenance,2020-01-24 20:44:41.394470,27
Stage 1,Advanced Micro Devices,99988.39090076738,north america,Others,1,26611.804013364268,Cloud Infrastructure,2020-03-14 20:44:41.394470,27
Stage 9,Advanced Micro Devices,151695.68106260628,north america,Hi-Tech,1,27044.42564828981,Application development and maintenance,2020-05-03 20:44:41.394470,27
Stage 9,Advanced Micro Devices,151695.68106260628,north america,Hi-Tech,1,26611.804013364268,Cloud Infrastructure,2020-06-22 20:44:41.394470,27
Stage 9,Advanced Micro Devices,99988.39090076738,north america,Others,1,27044.42564828981,Application development and maintenance,2020-08-11 20:44:41.394470,27
Stage 9,Advanced Micro Devices,99988.39090076738,north america,Others,1,26611.804013364268,Cloud Infrastructure,2020-09-30 20:44:41.394470,27
Stage 1,Advanced Micro Devices,151695.68106260628,north america,Hi-Tech,1,26611.804013364268,Cloud Infrastructure,2020-11-19 20:44:41.394470,27
Stage 1,Advanced Micro Devices,151695.68106260628,north america,Hi-Tech,1,27044.42564828981,Application development and maintenance,2021-01-08 20:44:41.394470,27
Stage 1,Advanced Processing & Imaging,196839.04556358317,india,Telecom,1,18900.471959293875,Application development and maintenance,2020-12-20 20:44:41.394470,28
Stage 9,Advanced Processing & Imaging,196839.04556358317,india,Telecom,1,18900.471959293875,Application development and maintenance,2021-02-08 20:44:41.394470,28
Stage 1,Advansed Teksyztems,36392.82104185934,north america,BFSI,0,13623.0,IT infrastructure services,2020-08-05 20:44:41.394470,29
Stage 9,Advansed Teksyztems,36392.82104185934,north america,BFSI,0,13623.0,IT infrastructure services,2020-09-24 20:44:41.394470,29
Stage 1,Aecom,237901.5848620858,asia-pacific,BFSI,1,11456.0,Business process outsourcing,2021-03-14 20:44:41.394470,30
Stage 3,Aecom,237901.5848620858,asia-pacific,BFSI,1,11456.0,Business process outsourcing,2021-05-03 20:44:41.394470,30
Stage 11,Aecom,237901.5848620858,asia-pacific,BFSI,1,11456.0,Business process outsourcing,2021-06-22 20:44:41.394470,30
Stage 1,Aes Corporation,232189.42960780807,middle east and africa,Telecom,0,21365.65476626088,Application development and maintenance,2020-09-29 20:44:41.394470,31
Stage 9,Aes Corporation,232189.42960780807,middle east and africa,Telecom,0,21365.65476626088,Application development and maintenance,2020-11-18 20:44:41.394470,31
Stage 1,Aetna,150828.78088439128,others,Retail & Distribution,1,19188.580499925425,Application development and maintenance,2020-10-27 20:44:41.394470,32
Stage 9,Aetna,150828.78088439128,others,Retail & Distribution,1,19188.580499925425,Application development and maintenance,2020-12-16 20:44:41.394470,32
Stage 1,Affiliated Computer Services,191296.9810912089,europe,BFSI,1,18339.721915810293,Engineering and Industrial services,2019-09-24 20:44:41.394470,33
Stage 2,Affiliated Computer Services,191296.9810912089,europe,BFSI,1,18339.721915810293,Engineering and Industrial services,2019-11-13 20:44:41.394470,33
Stage 9,Affiliated Computer Services,191296.9810912089,europe,BFSI,1,18339.721915810293,Engineering and Industrial services,2020-01-02 20:44:41.394470,33
Stage 1,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2018-12-11 20:44:41.394470,34
Stage 2,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2019-01-30 20:44:41.394470,34
Stage 3,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2019-03-21 20:44:41.394470,34
Stage 4,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2019-05-10 20:44:41.394470,34
Stage 5,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2019-06-29 20:44:41.394470,34
Stage 11,Affinity Investment Group,238939.91247452988,north america,BFSI,1,16387.78487061742,Application development and maintenance,2019-08-18 20:44:41.394470,34
Stage 1,Afforda,241922.59744834524,india,Retail & Distribution,0,21146.00530598159,Application development and maintenance,2020-08-06 20:44:41.394470,35
Stage 2,Afforda,241922.59744834524,india,Retail & Distribution,0,21146.00530598159,Application development and maintenance,2020-09-25 20:44:41.394470,35
Stage 3,Afforda,241922.59744834524,india,Retail & Distribution,0,21146.00530598159,Application development and maintenance,2020-11-14 20:44:41.394470,35
Stage 11,Afforda,241922.59744834524,india,Retail & Distribution,0,21146.00530598159,Application development and maintenance,2021-01-03 20:44:41.394470,35
Stage 1,Afforda Merchant Services,258210.47418599654,north america,BFSI,1,6788.0,Application development and maintenance,2021-02-22 20:44:41.394470,36
Stage 9,Afforda Merchant Services,258210.47418599654,north america,BFSI,1,6788.0,Application development and maintenance,2021-04-13 20:44:41.394470,36
Stage 1,Aflac,240422.38086003994,asia-pacific,BFSI,1,9133.0,Business process outsourcing,2021-01-22 20:44:41.394470,37
Stage 9,Aflac,240422.38086003994,asia-pacific,BFSI,1,9133.0,Business process outsourcing,2021-03-13 20:44:41.394470,37
Stage 1,Agco,145718.6615232852,asia-pacific,BFSI,1,8132.0,IT infrastructure services,2021-02-11 20:44:41.394470,38
Stage 9,Agco,145718.6615232852,asia-pacific,BFSI,1,8132.0,IT infrastructure services,2021-04-02 20:44:41.394470,38
Stage 1,Agilent Technologies,172880.06371318898,north america,BFSI,1,26504.599477094765,Application development and maintenance,2019-12-09 20:44:41.394470,39
Stage 2,Agilent Technologies,172880.06371318898,north america,BFSI,1,26504.599477094765,Application development and maintenance,2020-01-28 20:44:41.394470,39
Stage 9,Agilent Technologies,172880.06371318898,north america,BFSI,1,26504.599477094765,Application development and maintenance,2020-03-18 20:44:41.394470,39
Stage 1,Agl Resources,145265.05958165752,india,BFSI,0,5409.668105755589,Enterprise solution,2021-02-04 20:44:41.394470,40
Stage 9,Agl Resources,145265.05958165752,india,BFSI,0,5409.668105755589,Enterprise solution,2021-03-26 20:44:41.394470,40
Stage 1,Agriprocessors,145622.44151266513,europe,Others,0,19739.794179778633,Engineering and Industrial services,2021-05-04 20:44:41.394470,41
Stage 5,Agriprocessors,145622.44151266513,europe,Others,0,19739.794179778633,Engineering and Industrial services,2021-06-23 20:44:41.394470,41
Stage 11,Agriprocessors,145622.44151266513,europe,Others,0,19739.794179778633,Engineering and Industrial services,2021-08-12 20:44:41.394470,41
Stage 1,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2021-05-05 20:44:41.394470,42
Stage 2,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2021-06-24 20:44:41.394470,42
Stage 4,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2021-08-13 20:44:41.394470,42
Stage 6,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2021-10-02 20:44:41.394470,42
Stage 7,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2021-11-21 20:44:41.394470,42
Stage 8,Air Products & Chemicals,135379.44040537393,asia-pacific,Travel and Hospitality,1,7221.1488066455495,Application development and maintenance,2022-01-10 20:44:41.394470,42
Stage 1,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2020-12-22 20:44:41.394470,43
Stage 2,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-02-10 20:44:41.394470,43
Stage 3,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-04-01 20:44:41.394470,43
Stage 4,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-05-21 20:44:41.394470,43
Stage 5,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-07-10 20:44:41.394470,43
Stage 7,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-08-29 20:44:41.394470,43
Stage 8,Airgas,237270.99175806646,north america,Hi-Tech,1,16850.827545868837,Application development and maintenance,2021-10-18 20:44:41.394470,43
Stage 1,Airtran Holdings,214444.64003179508,middle east and africa,Healthcare,0,6863.0,Application development and maintenance,2021-04-09 20:44:41.394470,44
Stage 11,Airtran Holdings,214444.64003179508,middle east and africa,Healthcare,0,6863.0,Application development and maintenance,2021-05-29 20:44:41.394470,44
Stage 1,Ak Steel Holding,270273.81808704813,north america,Travel and Hospitality,1,3182.770801783504,Application development and maintenance,2020-09-04 20:44:41.394470,45
Stage 2,Ak Steel Holding,270273.81808704813,north america,Travel and Hospitality,1,3182.770801783504,Application development and maintenance,2020-10-24 20:44:41.394470,45
Stage 9,Ak Steel Holding,270273.81808704813,north america,Travel and Hospitality,1,3182.770801783504,Application development and maintenance,2020-12-13 20:44:41.394470,45
Stage 1,Alaska Air Group,145552.0,north america,Retail & Distribution,1,21319.357441965487,Business process outsourcing,2020-09-25 20:44:41.394470,46
Stage 2,Alaska Air Group,145552.0,north america,Retail & Distribution,1,21319.357441965487,Business process outsourcing,2020-11-14 20:44:41.394470,46
Stage 5,Alaska Air Group,145552.0,north america,Retail & Distribution,1,21319.357441965487,Business process outsourcing,2021-01-03 20:44:41.394470,46
Stage 7,Alaska Air Group,145552.0,north america,Retail & Distribution,1,21319.357441965487,Business process outsourcing,2021-02-22 20:44:41.394470,46
Stage 8,Alaska Air Group,145552.0,north america,Retail & Distribution,1,21319.357441965487,Business process outsourcing,2021-04-13 20:44:41.394470,46
Stage 1,Albemarle Corporation,32453.0,UK,BFSI,1,15208.208362997668,Cognitive Business Operations,2020-12-28 20:44:41.394470,47
Stage 9,Albemarle Corporation,32453.0,UK,BFSI,1,15208.208362997668,Cognitive Business Operations,2021-02-16 20:44:41.394470,47
Stage 1,Albertsons Llc,239563.28978414548,asia-pacific,Manufacturing,1,6585.092189317098,Application development and maintenance,2020-03-21 20:44:41.394470,48
Stage 2,Albertsons Llc,239563.28978414548,asia-pacific,Manufacturing,1,6585.092189317098,Application development and maintenance,2020-05-10 20:44:41.394470,48
Stage 3,Albertsons Llc,239563.28978414548,asia-pacific,Manufacturing,1,6585.092189317098,Application development and maintenance,2020-06-29 20:44:41.394470,48
Stage 11,Albertsons Llc,239563.28978414548,asia-pacific,Manufacturing,1,6585.092189317098,Application development and maintenance,2020-08-18 20:44:41.394470,48
Stage 1,Alcoa,40025.212009992414,europe,BFSI,0,8609.5941024757,Automation and AI,2019-08-09 20:44:41.394470,49
Stage 9,Alcoa,40025.212009992414,europe,BFSI,0,8609.5941024757,Automation and AI,2019-09-28 20:44:41.394470,49
Stage 1,Aleris International,188582.91679522337,asia-pacific,BFSI,1,24517.10964234489,Enterprise solution,2020-12-07 20:44:41.394470,50
Stage 9,Aleris International,188582.91679522337,asia-pacific,BFSI,1,24517.10964234489,Enterprise solution,2021-01-26 20:44:41.394470,50
Stage 1,Alert Alarm Company,105342.10811516411,others,BFSI,1,14925.0,Application development and maintenance,2021-01-07 20:44:41.394470,51
Stage 2,Alert Alarm Company,105342.10811516411,others,BFSI,1,14925.0,Application development and maintenance,2021-02-26 20:44:41.394470,51
Stage 9,Alert Alarm Company,105342.10811516411,others,BFSI,1,14925.0,Application development and maintenance,2021-04-17 20:44:41.394470,51
Stage 1,Alexander & Baldwin,44000.56912709816,north america,BFSI,0,16631.090688812496,Application development and maintenance,2020-12-02 20:44:41.394470,52
Stage 2,Alexander & Baldwin,44000.56912709816,north america,BFSI,0,16631.090688812496,Application development and maintenance,2021-01-21 20:44:41.394470,52
Stage 9,Alexander & Baldwin,44000.56912709816,north america,BFSI,0,16631.090688812496,Application development and maintenance,2021-03-12 20:44:41.394470,52
Stage 1,Alienware,38952.410685752286,north america,Healthcare,1,4817.53543385995,Cognitive Business Operations,2021-02-27 20:44:41.394470,53
Stage 9,Alienware,38952.410685752286,north america,Healthcare,1,4817.53543385995,Cognitive Business Operations,2021-04-18 20:44:41.394470,53
Stage 1,Alladin Realty,100701.47730497633,north america,Telecom,1,12722.345548454812,Application development and maintenance,2021-01-13 20:44:41.394470,54
Stage 9,Alladin Realty,100701.47730497633,north america,Telecom,1,12722.345548454812,Application development and maintenance,2021-03-04 20:44:41.394470,54
Stage 1,Alladin'S Lamp,96270.0,others,BFSI,0,7816.087890363769,Consulting,2020-08-21 20:44:41.394470,55
Stage 9,Alladin'S Lamp,96270.0,others,BFSI,0,7816.087890363769,Consulting,2020-10-10 20:44:41.394470,55
Stage 1,Allegheny Energy,209595.956674097,north america,BFSI,0,24615.130997226457,Cognitive Business Operations,2019-12-20 20:44:41.394470,56
Stage 9,Allegheny Energy,209595.956674097,north america,BFSI,0,24615.130997226457,Cognitive Business Operations,2020-02-08 20:44:41.394470,56
Stage 1,Allegheny Technologies,194187.36604406007,north america,Telecom,1,14243.0,Cognitive Business Operations,2019-04-01 20:44:41.394470,57
Stage 2,Allegheny Technologies,194187.36604406007,north america,Telecom,1,14243.0,Cognitive Business Operations,2019-05-21 20:44:41.394470,57
Stage 9,Allegheny Technologies,194187.36604406007,north america,Telecom,1,14243.0,Cognitive Business Operations,2019-07-10 20:44:41.394470,57
Stage 1,Allen Organ Company,204417.26461143015,others,Energy & Utilities,0,7002.354912386589,IT infrastructure services,2021-01-25 20:44:41.394470,58
Stage 9,Allen Organ Company,204417.26461143015,others,Energy & Utilities,0,7002.354912386589,IT infrastructure services,2021-03-16 20:44:41.394470,58
Stage 1,Allergan,7262.808267499473,latin america,BFSI,1,14431.078938689754,Asset leverage solutions,2021-05-09 20:44:41.394470,59
Stage 4,Allergan,7262.808267499473,latin america,BFSI,1,14431.078938689754,Asset leverage solutions,2021-06-28 20:44:41.394470,59
Stage 1,Alliant Energy,130978.0,north america,Retail & Distribution,0,9372.29613130212,Application development and maintenance,2020-05-21 20:44:41.394470,60
Stage 2,Alliant Energy,130978.0,north america,Retail & Distribution,0,9372.29613130212,Application development and maintenance,2020-07-10 20:44:41.394470,60
Stage 9,Alliant Energy,130978.0,north america,Retail & Distribution,0,9372.29613130212,Application development and maintenance,2020-08-29 20:44:41.394470,60
Stage 1,Alliant Techsystems,47350.0,north america,Telecom,0,9437.0,Application development and maintenance,2021-05-03 20:44:41.394470,61
Stage 3,Alliant Techsystems,47350.0,north america,Telecom,0,9437.0,Application development and maintenance,2021-06-22 20:44:41.394470,61
Stage 8,Alliant Techsystems,47350.0,north america,Telecom,0,9437.0,Application development and maintenance,2021-08-11 20:44:41.394470,61
Stage 1,Allstate,258938.0486348268,middle east and africa,BFSI,1,3402.4254770021835,Cloud Infrastructure,2020-04-13 20:44:41.394470,62
Stage 9,Allstate,258938.0486348268,middle east and africa,BFSI,1,3402.4254770021835,Cloud Infrastructure,2020-06-02 20:44:41.394470,62
Stage 1,Aloha Airlines,273331.4050168618,north america,Manufacturing,1,17076.336707306837,IT infrastructure services,2021-02-20 20:44:41.394470,63
Stage 2,Aloha Airlines,273331.4050168618,north america,Manufacturing,1,17076.336707306837,IT infrastructure services,2021-04-11 20:44:41.394470,63
Stage 3,Aloha Airlines,273331.4050168618,north america,Manufacturing,1,17076.336707306837,IT infrastructure services,2021-05-31 20:44:41.394470,63
Stage 11,Aloha Airlines,273331.4050168618,north america,Manufacturing,1,17076.336707306837,IT infrastructure services,2021-07-20 20:44:41.394470,63
Stage 1,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2020-05-16 20:44:41.394470,64
Stage 2,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2020-07-05 20:44:41.394470,64
Stage 3,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2020-08-24 20:44:41.394470,64
Stage 4,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2020-10-13 20:44:41.394470,64
Stage 5,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2020-12-02 20:44:41.394470,64
Stage 6,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2021-01-21 20:44:41.394470,64
Stage 7,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2021-03-12 20:44:41.394470,64
Stage 8,Altec Lansing,104106.73941869041,europe,BFSI,0,20528.695412569396,Application development and maintenance,2021-05-01 20:44:41.394470,64
Stage 1,Altria Group (Formerly Philip Morris Companies),236045.6441716175,north america,Retail & Distribution,1,20042.389442617874,Application development and maintenance,2020-03-09 20:44:41.394470,65
Stage 9,Altria Group (Formerly Philip Morris Companies),236045.6441716175,north america,Retail & Distribution,1,20042.389442617874,Application development and maintenance,2020-04-28 20:44:41.394470,65
Stage 1,Always (Product),70836.0,europe,Others,1,4990.595430130685,Automation and AI,2020-12-24 20:44:41.394470,66
Stage 9,Always (Product),70836.0,europe,Others,1,4990.595430130685,Automation and AI,2021-02-12 20:44:41.394470,66
