Stage,Name,Client_Revenue,Region,Client_Domain,Existing_Customer,TCS_Revenue,TCS_Domain,TimeStamp,ID
Stage 9,Aes Corporation,129599.19938775062,north america,Retail & Distribution,0,4260.0,Business process outsourcing,2021-03-30 20:17:37.325647,32
Stage 1,Aetna,181108.5225093025,north america,Energy & Utilities,0,8663.79177099494,Cloud Infrastructure,2020-04-05 20:17:37.325647,33
Stage 9,Aetna,181108.5225093025,north america,Energy & Utilities,0,8663.79177099494,Cloud Infrastructure,2020-06-26 20:17:37.325647,33
Stage 1,Affiliated Computer Services,79748.91327202512,north america,BFSI,1,12229.0,Application development and maintenance,2020-05-09 20:17:37.325647,34
Stage 9,Affiliated Computer Services,79748.91327202512,north america,BFSI,1,12229.0,Application development and maintenance,2020-06-30 20:17:37.325647,34
Stage 1,Affinity Investment Group,72946.83590331017,north america,BFSI,0,9006.0,IT infrastructure services,2020-06-09 20:17:37.325647,35
Stage 9,Affinity Investment Group,72946.83590331017,north america,BFSI,0,9006.0,IT infrastructure services,2020-08-22 20:17:37.325647,35
Stage 1,Afforda,132773.83804171605,north america,Others,1,4325.032642194514,Application development and maintenance,2020-09-26 20:17:37.325647,36
Stage 2,Afforda,132773.83804171605,north america,Others,1,4325.032642194514,Application development and maintenance,2021-01-14 20:17:37.325647,36
Stage 11,Afforda,132773.83804171605,north america,Others,1,4325.032642194514,Application development and maintenance,2021-02-18 20:17:37.325647,36
Stage 1,Afforda Merchant Services,228625.70682242344,middle east and africa,Telecom,1,3200.086015332695,Automation and AI,2021-03-13 20:17:37.325647,37
Stage 3,Afforda Merchant Services,228625.70682242344,middle east and africa,Telecom,1,3200.086015332695,Automation and AI,2021-05-27 20:17:37.325647,37
Stage 6,Afforda Merchant Services,228625.70682242344,middle east and africa,Telecom,1,3200.086015332695,Automation and AI,2021-05-27 20:17:37.325647,37
Stage 1,Aflac,60130.726822812714,north america,Retail & Distribution,1,17686.207202786973,Application development and maintenance,2021-04-21 20:17:37.325647,38
Stage 9,Aflac,60130.726822812714,north america,Retail & Distribution,1,17686.207202786973,Application development and maintenance,2021-04-21 20:17:37.325647,38
Stage 1,Agco,110137.08049087721,north america,BFSI,1,4323.329225143783,IT infrastructure services,2020-06-26 20:17:37.325647,39
Stage 3,Agco,110137.08049087721,north america,BFSI,1,4323.329225143783,IT infrastructure services,2020-08-18 20:17:37.325647,39
Stage 4,Agco,110137.08049087721,north america,BFSI,1,4323.329225143783,IT infrastructure services,2020-09-07 20:17:37.325647,39
Stage 5,Agco,110137.08049087721,north america,BFSI,1,4323.329225143783,IT infrastructure services,2021-02-04 20:17:37.325647,39
Stage 10,Agco,110137.08049087721,north america,BFSI,1,4323.329225143783,IT infrastructure services,2021-04-01 20:17:37.325647,39
Stage 1,Agilent Technologies,236003.3163842661,north america,BFSI,1,4646.0,Application development and maintenance,2020-08-18 20:17:37.325647,40
Stage 2,Agilent Technologies,236003.3163842661,north america,BFSI,1,4646.0,Application development and maintenance,2020-11-04 20:17:37.325647,40
Stage 3,Agilent Technologies,236003.3163842661,north america,BFSI,1,4646.0,Application development and maintenance,2020-11-04 20:17:37.325647,40
Stage 9,Agilent Technologies,236003.3163842661,north america,BFSI,1,4646.0,Application development and maintenance,2021-01-02 20:17:37.325647,40
Stage 1,Agl Resources,261902.70481842113,north america,BFSI,1,10070.0,Application development and maintenance,2018-10-07 20:17:37.325647,41
Stage 9,Agl Resources,261902.70481842113,north america,BFSI,1,10070.0,Application development and maintenance,2018-10-09 20:17:37.325647,41
Stage 1,Agriprocessors,60538.80868968994,europe,Others,1,26562.075286079533,Cognitive Business Operations,2020-02-02 20:17:37.325647,42
Stage 9,Agriprocessors,60538.80868968994,europe,Others,1,26562.075286079533,Cognitive Business Operations,2021-02-03 20:17:37.325647,42
Stage 1,Air Products & Chemicals,146105.42418619368,north america,BFSI,1,25986.503314118498,Application development and maintenance,2020-04-25 20:17:37.325647,43
Stage 9,Air Products & Chemicals,146105.42418619368,north america,BFSI,1,25986.503314118498,Application development and maintenance,2020-05-22 20:17:37.325647,43
Stage 1,Airgas,214056.8545267337,others,BFSI,1,11803.115765021477,Application development and maintenance,2020-12-03 20:17:37.325647,44
Stage 9,Airgas,214056.8545267337,others,BFSI,1,11803.115765021477,Application development and maintenance,2020-12-22 20:17:37.325647,44
Stage 1,Airtran Holdings,189465.96482117518,middle east and africa,Media,0,10208.0,Consulting,2021-02-22 20:17:37.325647,45
Stage 9,Airtran Holdings,189465.96482117518,middle east and africa,Media,0,10208.0,Consulting,2021-03-13 20:17:37.325647,45
Stage 1,Ak Steel Holding,152282.88236233857,north america,Manufacturing,1,7192.0,Application development and maintenance,2021-05-06 20:17:37.325647,46
Stage 2,Ak Steel Holding,152282.88236233857,north america,Manufacturing,1,7192.0,Application development and maintenance,2021-05-08 20:17:37.325647,46
Stage 3,Ak Steel Holding,152282.88236233857,north america,Manufacturing,1,7192.0,Application development and maintenance,2021-05-13 20:17:37.325647,46
Stage 5,Ak Steel Holding,152282.88236233857,north america,Manufacturing,1,7192.0,Application development and maintenance,2021-05-28 20:17:37.325647,46
Stage 6,Ak Steel Holding,152282.88236233857,north america,Manufacturing,1,7192.0,Application development and maintenance,2021-06-01 20:17:37.325647,46
Stage 1,Alaska Air Group,257803.6812817005,north america,Healthcare,1,13493.707248681916,Cloud Infrastructure,2019-09-08 20:17:37.325647,47
Stage 9,Alaska Air Group,257803.6812817005,north america,Healthcare,1,13493.707248681916,Cloud Infrastructure,2019-10-31 20:17:37.325647,47
Stage 1,Albemarle Corporation,104771.24201917302,india,BFSI,0,28155.972753369217,Consulting,2021-01-30 20:17:37.325647,48
Stage 2,Albemarle Corporation,104771.24201917302,india,BFSI,0,28155.972753369217,Consulting,2021-02-14 20:17:37.325647,48
Stage 9,Albemarle Corporation,104771.24201917302,india,BFSI,0,28155.972753369217,Consulting,2021-04-26 20:17:37.325647,48
Stage 1,Albertsons Llc,96406.92598807196,north america,BFSI,1,26810.535992042638,Application development and maintenance,2020-01-05 20:17:37.325647,49
Stage 9,Albertsons Llc,96406.92598807196,north america,BFSI,1,26810.535992042638,Application development and maintenance,2020-05-07 20:17:37.325647,49
Stage 1,Alcoa,216535.53180384633,middle east and africa,BFSI,1,13788.401356168484,Engineering and Industrial services,2020-10-25 20:17:37.325647,50
Stage 9,Alcoa,216535.53180384633,middle east and africa,BFSI,1,13788.401356168484,Engineering and Industrial services,2021-04-26 20:17:37.325647,50
Stage 1,Aleris International,117083.72541099427,north america,BFSI,1,5289.237702551473,Assurance services,2020-08-28 20:17:37.325647,51
Stage 9,Aleris International,117083.72541099427,north america,BFSI,1,5289.237702551473,Assurance services,2020-12-07 20:17:37.325647,51
Stage 1,Alert Alarm Company,134968.0,asia-pacific,Manufacturing,1,12762.674942784679,Engineering and Industrial services,2021-05-30 20:17:37.325647,52
Stage 7,Alert Alarm Company,134968.0,asia-pacific,Manufacturing,1,12762.674942784679,Engineering and Industrial services,2021-05-31 20:17:37.325647,52
Stage 1,Alexander & Baldwin,67716.51149994828,north america,Healthcare,0,17250.686319194298,Cloud Infrastructure,2020-05-04 20:17:37.325647,53
Stage 9,Alexander & Baldwin,67716.51149994828,north america,Healthcare,0,17250.686319194298,Cloud Infrastructure,2020-08-10 20:17:37.325647,53
Stage 1,Alienware,257144.59563205333,north america,Others,1,11494.0,Business process outsourcing,2021-04-05 20:17:37.325647,54
Stage 3,Alienware,257144.59563205333,north america,Others,1,11494.0,Business process outsourcing,2021-06-02 20:17:37.325647,54
Stage 9,Alienware,257144.59563205333,north america,Others,1,11494.0,Business process outsourcing,2021-06-13 20:17:37.325647,54
Stage 1,Alladin Realty,76042.0,north america,BFSI,0,24746.050434258672,IT infrastructure services,2019-05-22 20:17:37.325647,55
Stage 2,Alladin Realty,76042.0,north america,BFSI,0,24746.050434258672,IT infrastructure services,2019-08-03 20:17:37.325647,55
Stage 11,Alladin Realty,76042.0,north america,BFSI,0,24746.050434258672,IT infrastructure services,2019-10-11 20:17:37.325647,55
Stage 1,Alladin'S Lamp,110715.94693908168,north america,Telecom,1,10633.748508343791,Application development and maintenance,2020-09-14 20:17:37.325647,56
Stage 9,Alladin'S Lamp,110715.94693908168,north america,Telecom,1,10633.748508343791,Application development and maintenance,2021-01-05 20:17:37.325647,56
Stage 1,Allegheny Energy,101409.88148920503,north america,BFSI,1,10523.0,Application development and maintenance,2019-12-26 20:17:37.325647,57
Stage 9,Allegheny Energy,101409.88148920503,north america,BFSI,1,10523.0,Application development and maintenance,2020-06-04 20:17:37.325647,57
Stage 1,Allegheny Technologies,75826.25372824864,north america,Travel and Hospitality,1,8983.358712437379,Cloud Infrastructure,2020-11-08 20:17:37.325647,58
Stage 3,Allegheny Technologies,75826.25372824864,north america,Travel and Hospitality,1,8983.358712437379,Cloud Infrastructure,2021-02-07 20:17:37.325647,58
Stage 11,Allegheny Technologies,75826.25372824864,north america,Travel and Hospitality,1,8983.358712437379,Cloud Infrastructure,2021-05-06 20:17:37.325647,58
Stage 1,Allen Organ Company,268620.9427754693,india,Retail & Distribution,1,22170.56279138483,Assurance services,2021-05-10 20:17:37.325647,59
Stage 1,Allergan,252539.12329203013,north america,BFSI,1,7094.70603951777,Engineering and Industrial services,2020-03-08 20:17:37.325647,60
Stage 2,Allergan,252539.12329203013,north america,BFSI,1,7094.70603951777,Engineering and Industrial services,2020-03-20 20:17:37.325647,60
Stage 3,Allergan,252539.12329203013,north america,BFSI,1,7094.70603951777,Engineering and Industrial services,2020-03-24 20:17:37.325647,60
Stage 9,Allergan,252539.12329203013,north america,BFSI,1,7094.70603951777,Engineering and Industrial services,2020-03-25 20:17:37.325647,60
Stage 1,Alliant Energy,183098.4519328288,asia-pacific,BFSI,1,27045.296262925774,IT infrastructure services,2021-01-17 20:17:37.325647,61
Stage 4,Alliant Energy,183098.4519328288,asia-pacific,BFSI,1,27045.296262925774,IT infrastructure services,2021-01-17 20:17:37.325647,61
Stage 9,Alliant Energy,183098.4519328288,asia-pacific,BFSI,1,27045.296262925774,IT infrastructure services,2021-02-16 20:17:37.325647,61
Stage 1,Alliant Techsystems,111830.96128498553,others,Telecom,1,3207.0,Application development and maintenance,2021-03-14 20:17:37.325647,62
Stage 9,Alliant Techsystems,111830.96128498553,others,Telecom,1,3207.0,Application development and maintenance,2021-04-21 20:17:37.325647,62
Stage 1,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-02-09 20:17:37.325647,63
Stage 2,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-03-13 20:17:37.325647,63
Stage 3,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-03-16 20:17:37.325647,63
Stage 4,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-03-30 20:17:37.325647,63
Stage 5,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-07-14 20:17:37.325647,63
Stage 10,Allstate,150121.15397653324,europe,BFSI,1,24691.931775973248,Application development and maintenance,2020-12-29 20:17:37.325647,63
Stage 1,Aloha Airlines,51569.50646214228,north america,Media,1,20790.889780266552,Application development and maintenance,2019-08-05 20:17:37.325647,64
Stage 2,Aloha Airlines,51569.50646214228,north america,Media,1,20790.889780266552,Application development and maintenance,2019-10-22 20:17:37.325647,64
Stage 3,Aloha Airlines,51569.50646214228,north america,Media,1,20790.889780266552,Application development and maintenance,2020-02-25 20:17:37.325647,64
Stage 9,Aloha Airlines,51569.50646214228,north america,Media,1,20790.889780266552,Application development and maintenance,2020-08-01 20:17:37.325647,64
Stage 1,Altec Lansing,101719.68893323699,north america,Retail & Distribution,0,10043.06795108193,Engineering and Industrial services,2019-07-03 20:17:37.325647,65
Stage 9,Altec Lansing,101719.68893323699,north america,Retail & Distribution,0,10043.06795108193,Engineering and Industrial services,2019-08-25 20:17:37.325647,65
Stage 1,Altria Group (Formerly Philip Morris Companies),50536.0,middle east and africa,Retail & Distribution,1,23177.339727877934,Automation and AI,2021-04-20 20:17:37.325647,66
Stage 2,Altria Group (Formerly Philip Morris Companies),50536.0,middle east and africa,Retail & Distribution,1,23177.339727877934,Automation and AI,2021-05-03 20:17:37.325647,66
Stage 11,Altria Group (Formerly Philip Morris Companies),50536.0,middle east and africa,Retail & Distribution,1,23177.339727877934,Automation and AI,2021-06-13 20:17:37.325647,66
Stage 1,Always (Product),58693.80844167982,europe,Retail & Distribution,0,12312.0,Application development and maintenance,2020-08-11 20:17:37.325647,67
Stage 2,Always (Product),58693.80844167982,europe,Retail & Distribution,0,12312.0,Application development and maintenance,2020-09-08 20:17:37.325647,67
Stage 11,Always (Product),58693.80844167982,europe,Retail & Distribution,0,12312.0,Application development and maintenance,2020-10-06 20:17:37.325647,67
Stage 1,Amazon.Com,109680.9490786104,india,Hi-Tech,0,18978.8573542794,Cognitive Business Operations,2020-02-19 20:17:37.325647,68
Stage 9,Amazon.Com,109680.9490786104,india,Hi-Tech,0,18978.8573542794,Cognitive Business Operations,2020-05-27 20:17:37.325647,68
Stage 1,Amc Entertainment,175006.83495504363,north america,Retail & Distribution,0,7177.0,Asset leverage solutions,2019-11-07 20:17:37.325647,69
Stage 9,Amc Entertainment,175006.83495504363,north america,Retail & Distribution,0,7177.0,Asset leverage solutions,2020-04-01 20:17:37.325647,69
Stage 1,Ameren,87442.26249070169,middle east and africa,Hi-Tech,1,7611.548523056981,Application development and maintenance,2020-02-22 20:17:37.325647,70
Stage 9,Ameren,87442.26249070169,middle east and africa,Hi-Tech,1,7611.548523056981,Application development and maintenance,2020-10-29 20:17:37.325647,70
